manufacturer,name,speed,glide,turn,fade,diameter,height,rim_depth,rim_width,bead,stability,link
Yikun,Crossbow,4.0,2.0,0.5,4.0,21.3 cm,1.6 cm,1.3 cm,1.6 cm,Beadless,Very Overstable,https://infinitediscs.com/Yikun-Crossbow
Yikun,View,6.0,4.0,-1.0,2.0,21.0 cm,1.5 cm,1.1 cm,1.6 cm,Beadless,Stable,https://infinitediscs.com/Yikun-View
Yikun,Kui,5.0,5.0,0.0,2.5,21.1 cm,1.8 cm,1.5 cm,1.0 cm,Beadless,Overstable,https://infinitediscs.com/Yikun-Kui
Yikun,Tomahawk,5.0,6.0,-3.0,0.0,21.6 cm,1.9 cm,1.3 cm,1.3 cm,Beadless,Stable,https://infinitediscs.com/Yikun-Tomahawk
Yikun,Wings,3.0,3.0,0.0,2.0,21.0 cm,1.5 cm,1.0 cm,1.2 cm,Beaded,Stable,https://infinitediscs.com/Yikun-Wings
Yikun,Yao,4.0,4.0,0.0,2.0,21.6 cm,1.9 cm,1.4 cm,1.4 cm,Beadless,Overstable,https://infinitediscs.com/Yikun-Yao
Yikun,Gui,2.0,3.0,0.0,2.0,21.1 cm,1.8 cm,1.5 cm,0.9 cm,Beadless,Overstable,https://infinitediscs.com/Yikun-Gui
Yikun,Hammer (Chui),2.0,3.0,0.0,3.0,21.1 cm,1.7 cm,1.4 cm,1.3 cm,Beadless,Overstable,https://infinitediscs.com/Yikun-Hammer-(Chui)
Yikun,Talon (Claws),1.0,2.0,0.0,0.0,21.1 cm,2.3 cm,1.9 cm,0.7 cm,Beadless,Stable,https://infinitediscs.com/Yikun-Talon-(Claws)
Yikun,Jiao,6.0,5.0,-5.0,0.5,21.2 cm,1.6 cm,1.1 cm,1.5 cm,Beadless,Understable,https://infinitediscs.com/Yikun-Jiao
Yikun,Meteor Hammer,2.0,3.0,0.0,0.0,21.2 cm,2.0 cm,1.5 cm,1.0 cm,Beadless,Understable,https://infinitediscs.com/Yikun-Meteor-Hammer
